id,content,timestamp,username,userdisplayname,userlocation,retweetCount,likeCount,language,source
1638739595012755457,"This is a REAL SQL Interview question that might seem impossible to solve just by using SQL at first. But during the video the problem by breaking it into multiple parts

#SQL #DataScience #DataCleaningchallenge #DataAnalytics #dataviz #MachineLearning #deeplearning",2023-03-23 03:09:00+00:00,Sachintukumar,Sachin Kumar, Ghaziabad ,0,8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638664535811694596,"A design of a #userProfile &amp; Settings
#uiuxdesign #uxdesign #UI #uiuxcamp  #tech9ja #100dayschallenge  #100DaysOfCode  #Breaking #DesignThinking #designjobs #UITheMovie #uxdesign #UIUXCAMP #technology #userinterface #userexperience #DataCleaningchallenge #DataScience #CSS #HTML https://t.co/YsYA8xOUvP",2023-03-22 22:10:44+00:00,CletDesign,Clement Agwu,"Lagos, Nigeria.",1,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638661651296669701,"#DataCleaningchallenge 

Data cleaning in progress, any comment? https://t.co/Qccykvy7Mc",2023-03-22 21:59:17+00:00,AlaoMuhammad1,MAB 12,"Lagos, Nigeria",0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1638653130647957505,@PromiseNonso_ #DataCleaningchallenge,2023-03-22 21:25:25+00:00,Immacharles1,Ogochukwu,"Lagos, Nigeria",0,1,qme,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638652399161311232,"@Immacharles1 @PromiseNonso_ Only challenging things make us advance and progress. Congratulations on finishing it. Please, tell us what you have learnt in this #DataCleaningchallenge.",2023-03-22 21:22:31+00:00,chusk2,danicoder,"Málaga, España",0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638602360770404367,"If this tweet was helpful to you, make sure to retweet for others to benefit too.
follow @ofonmbu02472716  and n notifications for more of this kind of posts.

#DataScience #internship #python #dataScientist #SQL #DataCleaningchallenge  #OpenAIChatGPT 
#Davido | Tinubu |Timeless",2023-03-22 18:03:41+00:00,DATASCIENCEHUB2,OFONITECH Data Hub💰💰💰,,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638597351374815269,"🤖Exploring the Future of AI-Powered Productivity Tools 
#ArtificialIntelligence #AI #future #tools #Robotics #technology #Trending #TrendingNow #DataCleaningchallenge #DataScience #ChatGPT #GPT4 #chatgpt3 #WritingCommmunity #writerslift 💻

https://t.co/CkBxqE0lYR",2023-03-22 17:43:46+00:00,mirzanoir,Arsil,Earth,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638596195441418261,"My Second project in Data analytics 
I’m open to reviews and recommendations 
@jessica_xls @Rita_tyna @IamClivence @Alexa_Ighodaro @TheOyinbooke @teneikaask_you #DataCleaningchallenge #dataanalyst https://t.co/tQZRhuS9KP",2023-03-22 17:39:11+00:00,drtmeft,.&9,Japan,0,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
1638566149708210178,"Correct answer gets data sub.

I'll drop the solution by 7pm.

#DataCleaningchallenge #DataAnalytics 
@Diarah_Fortune https://t.co/tIKu7T6LAD",2023-03-22 15:39:47+00:00,nueleffiong1,DeFi Pros,@alchemylearn,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1638561987620642816,"I just published Data analyst job roles https://t.co/dTZbqU02Rt 

#DataCleaningchallenge #DataScience #data #dataviz #cybersecuritytips #CyberSec",2023-03-22 15:23:15+00:00,DenorEmpires,Denor 👑👨‍💻🎧💰💹🛡📊🛠️,🌍,0,1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638557545043226624,Tech jobs are safe 😁😁 #DataCleaningchallenge #DataScience #DataAnalytics #programming https://t.co/DW5beQ3rMg,2023-03-22 15:05:36+00:00,LeesterrTheDev,Leesterr Chitekwe,Malawi,1,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1638540858831020032,"Kindly go through my repo to check steps in which I was able to clean my Data.
https://t.co/qmwcKHzcwn
#DataCleaningchallenge https://t.co/vMGsw69AQX",2023-03-22 13:59:18+00:00,MLacastar,Mac_Lacasta,Lagos,1,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638529761336078336,"Thank you #DataAnalytics #datacleaningchallenge 
https://t.co/HzHFMQcRZK",2023-03-22 13:15:12+00:00,Pappi_LFC,pappi,"Lagos, Nigeria",0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638513678034305024,"""Data cleaning is like going on a diet. It's hard work, but the end result is worth it.""💪

#DataScience 
#DataCleaningchallenge 
#DataAnalytics https://t.co/mYxAMvWYPy",2023-03-22 12:11:17+00:00,NadimS07,Nadim Sheikh🇮🇳,,0,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638469657970593793,"I just completed the #DataCleaningChallenge. Here is a link to the documentation: https://t.co/Rtms09DTHn 
Thank you @PromiseNonso_
For organising the challenge. 

Please go through it and your feedback will be highly appreciated🙌🏽.",2023-03-22 09:16:22+00:00,matter_arising,Tallblaq boi,nigeria,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
1638411034557038594,"Best Practices for Data Cleansing That Every Business Should Try 
https://t.co/PoWOXvErYY 
#DataCleaningchallenge #datacleansing #dataebtry https://t.co/Mm5beGVwD1",2023-03-22 05:23:25+00:00,Robertw54344614,Robert willson,"Chicago, Illinois, 60639",0,0,en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>"
1638389721977204737,"Youtube Video Link - https://t.co/K8jsdC1Kl8

#SQL #DataScience #MachineLearning #DataCleaningchallenge #programming #DataEngineering #DataAnalytics #dATAviz #100daysofcodechallenge #100DaysOfCode #dataScientist #Data #DeepLearning #technology #TechNews #techtwitter #Code",2023-03-22 03:58:44+00:00,Sachintukumar,Sachin Kumar, Ghaziabad ,2,11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638375055246647299,"Hello #datafam,

I tried my hands on the #DataCleaningchallenge

Safe to say I will be using this Dataset for a lot of practice

Shout outs to @promisenonso_

You can check my documentation here https://t.co/GmqUpMH0zq and share your feedback for the growth

#womenintech #techsis https://t.co/yvCLNEhPaV",2023-03-22 03:00:27+00:00,RoseclareAmadi,Roseclare Ohanwe,Nigeria,0,2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"
1638288376804569088,Omo 😪 This #datacleaningchallenge help me understand Power Query more better. I've been modifying and minimizing applied steps using M Query for the past hours. Cos' I'm advocate of laziness 😂,2023-03-21 21:16:01+00:00,MubarDauda,Mubar (Astute),Space,0,6,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"
